,class,data_class,large_class,long_method,feature_envy,refused_bequest
class,net.sourceforge.ganttproject.gui.GanttStatusBar$ProgressBarPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ExportSettingsPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ProjectSettingsPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.roles.RoleManager,0,0,0,1,0
class,net.sourceforge.ganttproject.GanttTree$GanttTreeDropListener$Anonymous2,0,0,0,0,0
class,net.sourceforge.ganttproject.shape.PreviewPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.GanttPreviewPrint,0,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.SearchKey,0,0,0,0,0
class,net.sourceforge.ganttproject.action.NewArtefactAction,0,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.EventDispatcher,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.WizardImpl$NextAction,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.TopPanel$myIconPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage$Anonymous1,0,0,0,0,0
class,net.sourceforge.ganttproject.filter.GanttXSLFileFilter,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.LnFSettingsPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.resource.ResourceManager,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.about.AboutPanel$Anonymous2,0,0,0,0,0
class,net.sourceforge.ganttproject.document.Document,0,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.constraint.FinishStartConstraintImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.export.FontTriplet,0,0,0,0,0
class,net.sourceforge.ganttproject.task.ResourceAssignmentCollectionImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.parser.AllocationTagHandler,0,0,0,1,0
class,net.sourceforge.ganttproject.roles.RoleSet,0,0,0,1,0
class,net.sourceforge.ganttproject.chart.ChartUIConfiguration,0,0,0,1,0
class,net.sourceforge.ganttproject.task.algorithm.AlgorithmBase,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.about.AboutPanel$Anonymous1,0,0,0,0,0
class,net.sourceforge.ganttproject.io.CSVOptions,1,0,0,0,0
class,net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.action.RolloverAction,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ProjectSettingsPanel$Anonymous1,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.GanttPanelDate,0,0,0,0,0
class,net.sourceforge.ganttproject.language.GanttLanguage$Event,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.HTMLSettingsPanel$Anonymous1,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.NewProjectWizardWindow,0,0,0,0,0
class,net.sourceforge.ganttproject.time.TimeUnitImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.shape.ShapePaint,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.GanttApplet,0,0,0,0,0
class,net.sourceforge.ganttproject.resource.ResourceView,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.ProjectNamePage,0,0,0,0,0
class,net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm,0,0,0,0,0
class,net.sourceforge.ganttproject.filter.GanttCSVFilter,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.SettingsDialog,0,0,1,0,0
class,net.sourceforge.ganttproject.task.Task,0,0,0,1,0
class,net.sourceforge.ganttproject.GanttProject$ExportFileInfo,1,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.MutableTaskDependencyCollection,0,0,0,0,0
class,net.sourceforge.ganttproject.chart.ChartModelImpl,1,0,0,1,0
class,net.sourceforge.ganttproject.action.NewHumanAction,0,0,0,0,0
class,net.sourceforge.ganttproject.task.ResourceAssignmentCollectionImpl$ResourceAssignmentMutatorImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.RoleSetPage,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.projectwizard.I18N,0,0,0,0,0
class,net.sourceforge.ganttproject.task.TaskImpl,1,1,0,1,0
class,net.sourceforge.ganttproject.GanttGraphicArea,0,1,4,1,0
class,net.sourceforge.ganttproject.GanttTree$GanttTreeExpansionListener,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel$Anonymous4$Anonymous6,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel$Anonymous4$Anonymous5,0,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.TaskDependency,0,0,0,0,0
class,net.sourceforge.ganttproject.task.dependency.TaskDependencyImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.task.event.TaskListener,0,0,0,0,0
class,net.sourceforge.ganttproject.chart.ChartHeaderImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.time.TimeUnitGraph$Composition,0,0,0,0,0
class,net.sourceforge.ganttproject.roles.RoleManagerImpl,0,0,0,1,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel,0,0,0,0,0
class,net.sourceforge.ganttproject.task.ResourceAssignmentCollection,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.OpenFileDialog,0,0,0,0,0
class,net.sourceforge.ganttproject.action.NewTaskAction,0,0,0,0,0
class,net.sourceforge.ganttproject.export.TTFFileExt,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.GanttStatusBar$MessagePanel,0,0,0,0,0
class,net.sourceforge.ganttproject.export.PDFExportData,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel$Anonymous1,0,0,0,0,0
class,net.sourceforge.ganttproject.task.MutableTask,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel$Anonymous4,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.options.ColorSettingsPanel$Anonymous7,0,0,0,0,0
class,net.sourceforge.ganttproject.task.hierarchy.TaskHierarchyManagerImpl,0,0,0,0,0
class,net.sourceforge.ganttproject.gui.GanttDialogCalendar,0,0,0,0,0
